gameid,gamename,nratings,gamerank
481,Carolus Magnus,3256,1016
243,Advanced Squad Leader,3252,246
1117,You're Bluffing!,3252,1384
45986,Stronghold,3246,646
101785,D-Day Dice,3243,996
,,,
160010,Conan,3234,360
,,,
,,,
246192,Gizmos,3230,427
26566,Homesteaders,3226,580
180511,Shakespeare,3225,448
491,Web of Power,3224,589
,,,
128996,1775: Rebellion,3209,289
,,,
340,Frank's Zoo,3206,1349
39206,Click Clack Lumberjack,3194,1640
13122,Antiquity,3193,196
855,Java,3190,821
19999,Aton,3186,942
131287,Panamax,3186,514
638,Hera and Zeus,3175,1575
232219,Dragon Castle,3175,586
108784,Ascension: Storm of Souls,3173,601
201825,Ex Libris,3172,615
95103,Fortune and Glory: The Cliffhanger Game,3171,799
,,,
112138,Krosmaster: Arena,3157,1074
106,Mystery Rummy: Jack the Ripper,3147,883
250458,Gùgōng,3147,357
191231,Via Nebula,3146,716
1540,BattleTech,3145,891
242574,Century: Eastern Wonders,3143,535
902,Meuterer,3141,922
5432,Chutes and Ladders,3133,17167
,,,
,,,
,,,
117915,Yedo,3114,515
,,,
151347,Millennium Blades,3110,285
19526,Elasund: The First City,3105,1301
168679,Flip City,3096,1815
130176,Tales & Games: The Hare & the Tortoise,3087,739
145639,Coconuts,3087,812
,,,
155873,Power Grid Deluxe: Europe/North America,3078,162
73171,Earth Reborn,3074,336
183880,Risk: Star Wars Edition,3074,753
6707,Age of Mythology: The Boardgame,3073,2709
,,,
193621,Joking Hazard,3067,1790
12477,Bootleggers,3066,1270
16267,Trans Europa,3065,1330
31497,Oregon,3064,1107
,,,
8107,Risk: The Lord of the Rings Trilogy Edition,3050,1832
180852,Tiny Epic Western,3043,1275
123096,Space Cadets,3036,1356
197070,Massive Darkness,3033,698
382,Heimlich & Co.,3028,1669
3931,Mare Nostrum,3027,1207
135382,Shadowrun: Crossfire,3026,692
3737,Operation,3020,17159
154386,Medieval Academy,3018,863
99975,Timeline: Discoveries,3012,1180
,,,
7,Cathedral,3007,1635
134453,The Little Prince: Make Me a Planet,3004,952
71061,DungeonQuest (third edition),3001,1419
,,,
143185,Smash Up: The Obligatory Cthulhu Set,2998,1145
492,Aladdin's Dragons,2996,949
79127,Star Trek: Fleet Captains,2996,467
30645,Tammany Hall,2994,645
,,,
95064,Ascension: Return of the Fallen,2988,628
134253,Hostage Negotiator,2987,865
129051,Le Havre: The Inland Port,2985,923
194626,Happy Salmon,2985,1010
222509,Lords of Hellas,2982,252
30381,Hamburgum,2981,785
165722,KLASK,2980,386
175199,Mottainai,2979,822
,,,
31105,Archaeology: The Card Game,2967,1271
216459,The Lost Expedition,2967,733
634,River Dragons,2962,1648
,,,
25261,Tannhäuser,2953,1796
1035,Squad Leader,2947,536
151022,Baseball Highlights: 2045,2946,400
,,,
82168,Escape from the Aliens in Outer Space,2930,956
146791,Shadows of Brimstone: City of the Ancients,2926,294
3284,Star Wars: Epic Duels,2924,992
232405,Western Legends,2921,362
24827,Traders of Osaka,2920,1012
242302,Space Base,2916,508
176558,Mafia de Cuba,2911,1385
141517,A Study in Emerald,2910,681
24800,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,2909,465
66171,Dragonheart,2909,1451
142992,Gravwell: Escape from the 9th Dimension,2909,940
4099,Keythedral,2904,782
,,,
54137,Battle Sheep,2895,1276
619,The Bottle Imp,2894,1168
170561,Valeria: Card Kingdoms,2893,517
12495,Fire & Axe: A Viking Saga,2887,854
12005,Around the World in 80 Days,2881,1484
40393,FITS,2880,1387
154458,Akrotiri,2879,618
,,,
1042,Dragon's Gold,2877,1697
217,A la carte,2871,1641
943,Ligretto,2865,2486
177590,13 Days: The Cuban Missile Crisis,2861,537
256382,Villainous,2861,875
17710,Conquest of the Empire,2859,1289
174785,Mare Nostrum: Empires,2850,411
15511,Fjords,2841,1222
117985,Star Trek: Catan,2835,904
38386,A Castle for All Seasons,2832,1193
40270,Call of Cthulhu: The Card Game,2822,1024
16772,Mall of Horror,2821,1382
69552,Panic Station,2818,3069
13780,In the Shadow of the Emperor,2816,957
201,The Rose King,2810,1100
128667,Samurai Sword,2810,1365
57390,Catacombs,2807,787
159109,XenoShyft: Onslaught,2802,887
11901,Tic-Tac-Toe,2801,17168
2165,Pokémon Trading Card Game,2795,2567
81453,Famiglia,2793,1630
57925,Havana,2791,1027
29934,Amyitis,2790,893
111124,Dark Moon,2786,845
31999,TZAAR,2781,356
162286,Super Motherload,2776,520
875,Roads & Boats,2774,320
65901,Age of Industry,2771,550
1261,Medina,2768,831
43022,Yomi,2768,906
142079,Space Cadets: Dice Duel,2767,1078
108906,Thunder Alley,2764,608
175324,Fog of Love,2762,689
,,,
339,Quiddler,2757,3078
168917,Smash Up: Pretty Pretty Smash Up,2757,650
38343,Ad Astra,2754,1020
99875,Martian Dice,2744,2031
2181,Bridge,2740,569
196326,Love Letter Premium,2740,494
466,Inkognito,2739,1510
86955,Munchkin Zombies,2738,2491
19841,Pentago,2733,1866
987,Kingmaker,2728,1803
179172,Unfair,2728,682
73369,51st State,2726,1072
223321,Detective: A Modern Crime Board Game,2726,202
12194,Munchkin Bites!,2723,3509
,,,
37120,Pack & Stack,2721,1757
1410,Trouble,2718,17161
1544,Beyond Balderdash,2718,1177
172047,The Others,2706,631
713,Nuclear War,2704,2519
157789,Pandemic: Contagion,2701,1737
168,Empire Builder,2700,1071
21550,Blokus Trigon,2698,1003
398,Wildlife Safari,2696,1412
55427,Mr. Jack in New York,2696,684
181687,The Pursuit of Happiness,2691,677
527,GIPF,2690,817
6351,Gulo Gulo,2689,1088
36553,Time's Up! Title Recall!,2688,324
175640,Vinhos Deluxe Edition,2682,136
20545,Rory's Story Cubes,2681,1993
,,,
31016,We Didn't Playtest This At All,2678,14891
105037,Tournay,2678,872
41933,Arctic Scavengers,2674,1076
41010,My First Carcassonne,2670,1328
,,,
10653,Pirates of the Spanish Main,2669,3583
,,,
29223,Marrakech,2665,1311
123123,BattleCON: Devastation of Indines,2661,256
135779,A Fake Artist Goes to New York,2659,783
128442,Relic,2658,1266
153064,Good Cop Bad Cop,2658,1338
120217,City of Horror,2655,1343
145189,Timeline: Music & Cinema,2649,1215
,,,
,,,
196,Kremlin,2647,955
98229,Pictomania,2643,637
193214,Meeple Circus,2643,769
13551,Oltre Mare,2641,1368
246784,Cryptid,2637,457
715,Escape from Colditz,2633,1507
,,,
23107,Drakon (third edition),2629,1676
147303,Carcassonne: South Seas,2626,823
67492,Battles of Westeros,2624,680
37198,Risk (Revised Edition),2623,3453
85325,Kolejka,2621,1362
178336,World's Fair 1893,2619,696
17240,That's Life!,2617,1652
1502,Hotel Tycoon,2616,16815
,,,
156858,Black Orchestra,2610,527
,,,
111341,The Great Zimbabwe,2607,314
197443,Fugitive,2607,647
,,,
90305,Cargo Noir,2602,1694
125548,Pixel Tactics,2600,958
40760,Alea Iacta Est,2595,1373
,,,
,,,
204305,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,2588,280
,,,
168609,"Artifacts, Inc.",2583,1098
233247,Sid Meier's Civilization: A New Dawn,2578,663
125,Money!,2577,1593
192836,The Colonists,2577,365
42910,Peloponnes,2574,775
84419,Space Empires: 4X,2572,445
354,Sticheln,2570,884
,,,
160018,Smash Up: Monster Smash,2566,659
195544,Tides of Madness,2562,1035
160495,ZhanGuo,2559,438
165950,Beasty Bar,2559,1137
1515,Upwords,2557,6103
230,Merchant of Venus,2555,801
32116,Airships,2553,1848
191051,Outlive,2553,596
192135,Too Many Bones,2550,126
85897,Thunderstone: Dragonspire,2548,627
10997,Boomtown,2544,1588
1295,Pente,2543,1533
23094,Planet Steam,2542,772
65611,Cthulhu Dice,2541,17071
3633,Sid Meier's Civilization: The Boardgame,2540,15570
198454,When I Dream,2533,800
,,,
33451,The Red Dragon Inn 2,2530,1130
594,Sleuth,2529,1030
156776,"Warhammer 40,000: Conquest",2527,679
122159,Cthulhu Fluxx,2525,2893
,,,
,,,
3570,Chicken Cha Cha Cha,2516,1520
5206,Ogre,2514,1127
859,Illuminati,2511,2668
,,,
197831,Dark Souls: The Board Game,2507,1896
148261,SeaFall,2506,1890
472,DungeonQuest,2505,1429
212402,The Grimm Forest,2505,814
16991,Khet: The Laser Game,2504,1671
176165,Dale of Merchants,2502,795
50768,Ninjato,2500,722
228,Lunch Money,2493,11801
4192,Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),2492,1508
,,,
,,,
17161,Tempus,2485,1675
2507,Liberté,2484,788
46255,Campaign Manager 2008,2482,1379
,,,
,,,
128780,Pax Porfiriana,2471,417
128,Take it Easy!,2470,1477
4174,Lifeboat,2470,2029
116954,Indigo,2468,1113
908,Tally Ho!,2466,2652
167698,Magic: The Gathering – Arena of the Planeswalkers,2462,2131
185589,Islebound,2455,701
16933,Super Munchkin,2447,4520
162,The Awful Green Things From Outer Space,2443,1770
12761,Ys,2441,1054
72991,Asara,2438,902
13884,The Scepter of Zavandor,2437,967
1568,Space Crusade,2435,1143
3243,Wooly Wars,2432,2772
7479,WarCraft: The Board Game,2432,2948
65907,Mystery Express,2428,1582
18723,"Aye, Dark Overlord! The Red Box",2427,4097
179303,Cthulhu Realms,2427,1300
176083,Hit Z Road,2426,1245
82421,Summoner Wars: Phoenix Elves vs Tundra Orcs,2425,506
92190,Super Dungeon Explore,2421,1263
5576,Dungeoneer: Tomb of the Lich Lord,2416,2845
66587,GOSU,2415,1625
3837,Rat-a-Tat Cat,2414,2555
,,,
181345,Dr. Eureka,2408,1383
2569,Pick Picknic,2407,1590
205610,A Game of Thrones: Hand of the King,2407,1310
92319,Olympos,2402,1002
200954,Fields of Green,2396,747
40354,Maria,2394,273
156546,Monikers,2394,401
183562,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,2392,301
265,Intrigue,2384,1969
139898,Brew Crafters,2384,529
158339,Lost Legacy: The Starship,2384,1437
144797,Argent: The Consortium,2383,414
12891,Friedrich,2380,538
39684,Merkator,2380,911
104020,Vanuatu,2380,742
217085,Unearth,2373,1117
204,Stephenson's Rocket,2372,1089
27848,Age of Conan: The Strategy Board Game,2371,1490
34194,Aquaretto,2371,990
337,Circus Flohcati,2364,1503
520,Axis & Allies: Europe,2364,1895
23686,GiftTRAP,2362,1916
156943,Saint Petersburg (second edition),2359,532
27356,Portobello Market,2358,1899
17053,Sleeping Queens,2356,1987
216734,Dice Throne: Season One,2356,547
14808,Marvel Heroes,2344,1985
91873,Strasbourg,2344,794
35503,Ra: The Dice Game,2340,1239
21791,Masons,2338,1649
205597,Jump Drive,2333,918
2679,Mouse Trap,2331,17158
15318,Palazzo,2331,1626
6830,Zendo,2327,732
,,,
66,Löwenherz,2315,925
192860,Oceanos,2312,1070
16366,Funny Friends,2309,1751
,,,
156689,Legendary: Villains – A Marvel Deck Building Game,2303,524
38862,Giants,2300,1007
,,,
10383,Risk: Godstorm,2299,2638
91523,Mondo,2298,1689
113289,Snake Oil,2295,1355
118174,Compounded,2290,1269
141736,Sail to India,2289,1281
,,,
68182,Isla Dorada,2284,1371
99,Fortress America,2283,1471
,,,
,,,
70,Big City,2276,1124
214,Café International,2273,2274
24773,On the Underground,2273,1096
167355,Nemesis,2273,259
170771,Sword & Sorcery,2273,382
19370,Quelf,2272,17026
195043,Welcome Back to the Dungeon,2271,1198
1260,Rook,2267,2109
3439,HeroClix,2266,1934
,,,
,,,
187377,Vikings Gone Wild,2262,786
,,,
141423,Dead Men Tell No Tales,2257,877
917,Rack-O,2255,7271
1275,221B Baker Street: The Master Detective Game,2253,3843
182189,Treasure Hunter,2251,1313
,,,
3228,Pueblo,2245,1104
171011,Favor of the Pharaoh,2241,1223
60435,Rallyman,2237,813
9028,Tongiaki: Journey into the Unknown,2236,2433
73538,Pirate Fluxx,2233,2713
180680,Automobiles,2232,656
6068,Queen's Necklace,2231,1901
1301,Netrunner,2230,654
17396,Manoeuvre,2228,724
62222,Commands & Colors: Napoleonics,2227,329
17835,Monsters Menace America,2226,3555
437,Master Labyrinth,2225,2269
208895,New York Slice,2225,1243
15510,Tower of Babel,2222,1492
34297,The Climbers,2222,1115
,,,
1634,Warhammer Quest,2220,738
204836,Escape Room: The Game,2220,832
245654,Railroad Ink: Deep Blue Edition,2217,700
234277,Nusfjord,2215,566
82420,Summoner Wars: Guild Dwarves vs Cave Goblins,2210,523
155708,Tiny Epic Defenders,2208,2127
949,Twixt,2207,1650
2162,"Warhammer 40,000",2207,2020
4394,The Settlers of the Stone Age,2200,1619
32341,Cockroach Salad,2199,2688
35052,Axis & Allies Anniversary Edition,2199,755
,,,
8190,The Bridges of Shangri-La,2198,1321
75449,Firenze,2195,736
38996,Washington's War,2194,482
195314,Herbaceous,2190,900
,,,
236191,London (Second Edition),2186,468
9823,Advanced Squad Leader: Starter Kit #1,2179,459
232,Serenissima (first edition),2176,1248
156091,Sons of Anarchy: Men of Mayhem,2176,744
1797,Pay Day,2175,17131
17449,Beowulf: The Legend,2175,2053
90040,Pergamon,2174,1091
,,,
2582,Catch Phrase!,2172,2277
6607,Munchkin Fu,2169,4576
129090,Roll For It!,2167,2921
,,,
67877,Anomia,2162,1646
632,Cloud 9,2161,1820
,,,
32441,Bezzerwizzer,2156,2136
27976,Heroscape Master Set: Swarm of the Marro,2153,568
180040,Villages of Valeria,2153,938
55697,Power Struggle,2152,1005
1270,Star Wars Customizable Card Game,2150,1629
247763,Underwater Cities,2141,286
191876,Ulm,2140,912
,,,
2122,Vampire: The Eternal Struggle,2138,1025
108044,Nefarious,2137,2158
,,,
111417,The Great Heartland Hauling Co.,2131,1118
,,,
151007,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,2125,757
,,,
28089,Château Roquefort,2122,1235
75358,Paris Connection,2117,1346
9027,Oasis,2114,1404
233312,Stuffed Fables,2114,496
8129,Sluff Off!,2110,1181
,,,
938,Enchanted Forest,2107,5886
25951,The Castle of the Devil,2107,1918
195856,Bloodborne: The Card Game,2102,1229
120523,Nothing Personal,2100,894
192455,First Martians: Adventures on the Red Planet,2098,1566
150145,Skull King,2094,818
34707,The Hanging Gardens,2093,1319
4218,O Zoo le Mio,2092,1551
157096,Historia,2083,1126
,,,
221318,Whistle Stop,2083,861
233020,Fireball Island: The Curse of Vul-Kar,2083,954
174570,Legendary Encounters: A Predator Deck Building Game,2080,624
177678,Signorie,2080,648
40990,Word on the Street,2079,1606
1475,Careers,2077,5162
148943,Coup: Rebellion G54,2075,1015
,,,
172381,My Village,2075,1023
37400,Sushizock im Gockelwok,2072,1858
164265,Witness,2072,740
198525,Lotus,2070,1367
4471,Fist of Dragonstones,2069,2706
16216,Carcassonne: The Discovery,2069,1843
26,Age of Renaissance,2066,1004
143405,Sylvion,2066,876
,,,
3085,Gang of Four,2062,1657
205158,Codenames: Deep Undercover,2061,1560
253284,Ticket to Ride: New York,2061,945
218333,Rhino Hero: Super Battle,2060,778
37371,Piece o' Cake,2059,1602
91534,Struggle for Catan,2059,2651
29937,König von Siam,2058,1131
2944,Halli Galli,2057,4972
,,,
34615,New World: A Carcassonne Game,2054,1856
176,Give Me the Brain!,2051,4617
7688,Memory,2049,17128
8045,Princes of the Renaissance,2047,685
161866,Zombicide Season 3: Rue Morgue,2047,662
442,Um Reifenbreite,2046,1273
586,Up Front,2043,436
8924,Dancing Eggs,2043,1977
,,,
,,,
67239,Catan Histories: Settlers of America – Trails to Rails,2040,1314
2795,Car Wars,2038,2237
103185,Walnut Grove,2038,1041
3800,Himalaya,2036,1073
94246,1812: The Invasion of Canada,2036,712
122,Quo Vadis?,2031,1903
,,,
125921,Catan: Junior,2022,1610
1608,Ambush!,2014,754
7806,King Me!,2013,2114
32412,Palastgeflüster,2011,1347
40237,Long Shot,2011,1455
6901,Euchre,2009,1439
85005,The Boss,2009,1250
244711,Newton,2007,492
6795,Battleball,2003,2434
158435,Dogs of War,2003,651
4529,Hellas,2002,2556
107255,Evo (second edition),2002,1121
191300,Archaeology: The New Expedition,2002,921
114031,Copycat,2000,1360
,,,
38992,Royal Palace,1998,1200
939,Star Wars: The Queen's Gambit,1996,626
211534,Bears vs Babies,1996,15660
178054,A Study in Emerald (second edition),1992,1125
700,Battle Masters,1991,2803
15290,R-Eco,1991,1579
111799,Cuba Libre,1990,476
132018,Churchill,1989,513
41863,Axis & Allies: 1942,1986,1445
156714,Doomtown: Reloaded,1985,970
8170,Return of the Heroes,1983,1863
9441,Ribbit,1982,1458
,,,
144270,Relic Runners,1981,1587
159473,Quartermaster General,1980,743
244536,Tiny Epic Zombies,1980,968
,,,
5895,Hungry Hungry Hippos,1975,17152
224597,Warhammer Underworlds: Shadespire,1972,510
135219,The Battle of Five Armies,1967,423
205322,The Oregon Trail Card Game,1964,17145
,,,
230933,Merlin,1959,997
,,,
,,,
147116,The Witcher Adventure Game,1955,2349
,,,
150997,Shadows of Brimstone: Swamps of Death,1953,402
205716,New Angeles,1953,888
105593,Cheating Moth,1949,1950
191894,Imagine,1949,1167
245934,Carpe Diem,1948,621
,,,
,,,
30658,Rise of Empires,1944,1013
35761,Sylla,1944,1392
235488,Istanbul: The Dice Game,1943,886
181524,Masmorra: Dungeons of Arcadia,1942,1059
178570,Unusual Suspects,1941,1842
216092,Unlock! Squeek & Sausage,1941,826
37919,Ascending Empires,1940,879
165986,Royals,1939,907
,,,
,,,
4249,Trias,1935,1880
14254,PitchCar Mini,1931,1142
193949,Star Trek: Ascendancy,1929,599
56931,Arena: Roma II,1923,1197
102237,Drako,1922,1552
1107,Nyet!,1916,1336
167513,Barony,1915,1033
4040,Tri-Ominos,1914,16998
233678,Indian Summer,1913,1277
22198,Great Wall of China,1911,2521
91620,Pastiche,1911,1309
903,Hamsterrolle,1909,1325
195560,Wasteland Express Delivery Service,1908,687
216091,Unlock! The Formula,1907,947
207691,Railroad Revolution,1906,726
164338,The Golden Ages,1903,809
195162,Plague Inc.: The Board Game,1903,856
202670,Ticket to Ride: Rails & Sails,1902,820
148203,Dutch Blitz,1897,1816
,,,
127997,Qin,1887,1377
62220,Urban Sprawl,1885,1406
,,,
592,Spades,1879,1475
269385,The Lord of the Rings: Journeys in Middle-earth,1877,348
254640,Just One,1875,630
6424,Pick Up Sticks,1874,17148
67928,Puzzle Strike,1874,1555
151247,Greed,1874,1504
1334,Entdecker: Exploring New Horizons,1872,1806
22,Magic Realm,1871,1034
1472,Five Crowns,1870,4219
219215,Werewords,1869,871
,,,
34599,Toledo,1866,2373
18745,Sun Tzu,1863,1067
,,,
23142,Mag·Blast (Third Edition),1862,3270
22484,Ingenious: Travel Edition,1858,1000
26997,1989: Dawn of Freedom,1858,471
7866,10 Days in the USA,1857,1976
67185,Sobek,1855,1539
1262,Axis & Allies: Pacific,1853,1787
69779,Polis: Fight for the Hegemony,1852,588
,,,
166226,The Staufer Dynasty,1850,905
36522,2 de Mayo,1849,1204
635,Formula Motor Racing,1846,2103
144041,Patchistory,1845,932
,,,
103092,Helvetia,1842,1114
7865,10 Days in Africa,1841,1795
,,,
28620,Phoenicia,1839,1738
2025,Frag,1837,7569
10081,Axis & Allies: D-Day,1837,2308
,,,
232988,The Castles of Burgundy: The Dice Game,1837,1171
,,,
237,Wooden Ships & Iron Men,1835,1185
117960,Saint Malo,1834,1883
29073,Blockers!,1833,1506
31624,League of Six,1832,1370
31920,Munchkin Booty,1832,2755
154086,Gold West,1832,695
35435,Nefertiti,1831,1138
29294,World of Warcraft: The Adventure Game,1830,2988
112373,BraveRats,1829,1954
186751,Mythic Battles: Pantheon,1826,317
8095,Prophecy,1825,1631
37387,Steel Driver,1823,1108
40769,Valdora,1823,1397
,,,
38545,Kamisado,1820,1212
701,A House Divided: War Between the States 1861-65,1819,1079
98315,The Adventurers: The Pyramid of Horus,1819,1464
,,,
72,Verräter,1817,1512
,,,
38194,Cheaty Mages!,1814,2404
,,,
,,,
152237,Pairs,1809,2161
154509,Kingsport Festival,1809,1485
176544,Automania,1809,781
257499,Arkham Horror (Third Edition),1808,561
226320,My Little Scythe,1807,721
172933,Dragonwood,1805,1599
180899,Ponzi Scheme,1805,892
3181,Farkle,1804,16073
,,,
21654,Iliad,1800,1836
38531,Powerboats,1800,1478
7316,Bingo,1799,17165
21954,Perikles,1799,1213
443,Code 777,1797,1493
1032,B-17: Queen of the Skies,1795,1320
5406,New England,1795,1915
,,,
,,,
159503,The Captain Is Dead,1787,978
203430,Fuji Flush,1786,1793
152,Mü & More,1780,964
111148,Würfel Bohnanza,1780,1605
198740,Lovecraft Letter,1780,898
19643,World of Warcraft Trading Card Game,1778,1744
206931,Encore!,1778,1139
187617,Nemo's War (second edition),1775,392
45134,Arcana,1772,2922
171879,Kraftwagen,1772,839
,,,
6752,Attack!,1771,4869
24703,Heroscape Marvel: The Conflict Begins,1769,1254
144239,Impulse,1765,1297
115105,Kittens in a Blender,1762,6345
136280,La Boca,1762,1174
228660,Betrayal at Baldur's Gate,1762,1120
38863,Hab & Gut,1759,1075
192074,Odin's Ravens (second edition),1755,1090
194690,Viral,1754,1042
,,,
,,,
144189,Fire in the Lake,1750,406
9910,Wings of War: Watch Your Back!,1749,1251
,,,
76674,String Railway,1745,2163
147253,The Ancient World,1745,1063
883,Ivanhoe,1743,1834
137649,Level 7 [Omega Protocol],1743,717
,,,
12589,Razzia!,1741,1393
,,,
139771,Star Trek: Attack Wing,1740,1085
333,Waterworks,1738,15714
96713,Deadwood,1737,2156
,,,
,,,
3072,Necromunda,1733,941
25224,Hermagor,1732,1293
75165,De Vulgari Eloquentia,1731,903
144826,Zombie 15',1731,1318
214032,Founders of Gloomhaven,1730,1432
10934,Things...,1727,3329
63759,Seeland,1726,1233
403,Elk Fest,1723,2769
8124,Industria,1722,2006
60131,Ugg-Tect,1722,2385
1563,Rise and Decline of the Third Reich,1721,1564
152470,Fief: France 1429,1721,836
55253,Atlantis,1719,1892
1915,Middle-earth,1718,1028
5867,10 Days in Europe,1718,1778
,,,
181293,Alien Artifacts,1717,1468
182694,Watson & Holmes,1717,819
12004,Candamir: The First Settlers,1716,2912
9341,Lost Valley,1715,1476
38506,Witch of Salem,1715,1705
140863,Council of Verona,1715,2229
258036,Between Two Castles of Mad King Ludwig,1715,725
2570,Atlantic Star,1714,1357
29972,El Capitán,1713,1430
,,,
24509,Gambit Royale,1712,2118
46807,Infinite City,1712,2721
1197,Blink,1709,3979
217861,Paper Tales,1708,1109
1038,Tantrix,1707,2387
37358,Founding Fathers,1707,1166
,,,
206051,Insider,1705,1103
65282,Tanto Cuore,1704,1483
,,,
175,Beat the Buzzard,1702,2050
53093,Heroes of Normandie,1700,806
,,,
146130,Coin Age,1699,3082
146312,Ghost Fightin' Treasure Hunters,1699,1080
146418,Warhammer: Diskwars,1699,1149
218530,Tortuga 1667,1697,1294
32666,Wealth of Nations,1696,1303
153016,Telestrations: 12 Player Party Pack,1695,558
,,,
691,Timbuktu,1693,1617
,,,
25674,Khronos,1693,2220
215842,Exit: The Game – The Polar Station,1692,1040
32484,The Battle for Hill 218,1691,1668
183006,Qwinto,1691,1058
22348,Duplik,1689,1260
123239,Wits & Wagers Party,1689,1302
173101,Council of 4,1689,1006
,,,
228504,Cat Lady,1688,1053
163413,Murano,1687,919
224710,Zombicide: Green Horde,1686,603
19948,Rum & Pirates,1685,2142
,,,
163839,Feudum,1684,723
2393,Xiangqi,1682,1164
103649,The City,1682,1831
23730,Gheos,1680,1878
137330,Cube Quest,1679,1409
,,,
,,,
209418,Dominion (Second Edition),1676,466
223040,Fantasy Realms,1676,864
380,Polarity,1673,2270
157,Eurorails,1672,1199
134157,Guilds of London,1668,1244
6050,Duel of Ages Set 1: Worldspanner,1667,1959
234190,Unstable Unicorns,1667,2770
60579,Poo: The Card Game,1666,8976
123219,OddVille,1665,1428
86246,Drum Roll,1663,1282
37907,Diamonds Club,1661,1123
79073,Resident Evil Deck Building Game,1659,2174
,,,
173064,Leaving Earth,1657,582
218417,Aeon's End: War Eternal,1656,263
1298,Monopoly: Star Wars,1655,17113
34373,Tiki Topple,1652,2078
140717,Progress: Evolution of Technology,1652,1813
,,,
117942,Zooloretto: The Dice Game,1651,2081
139443,Superfight,1651,4251
71021,Evolution: The Origin of Species,1650,2601
,,,
231581,AuZtralia,1650,713
67888,Lords of Scotland,1648,1513
181796,The Prodigals Club,1648,857
,,,
89910,"Run, Fight, or Die!",1646,1329
139899,VivaJava: The Coffee Game: The Dice Game,1646,1577
,,,
153507,Terra,1645,1446
205494,"Machi Koro: Bright Lights, Big City",1640,1684
153,Take 5!,1636,2141
,,,
80771,Dungeon Raiders,1636,1747
184151,Legend of the Five Rings: The Card Game,1633,741
103686,Mundus Novus,1632,1616
,,,
18098,Napoleon's Triumph,1630,458
,,,
191572,Animals on Board,1626,1666
153999,"...and then, we held hands.",1623,2861
,,,
54307,Chronicle,1622,1473
204516,878 Vikings: Invasions of England,1622,714
40381,Masters Gallery,1621,1772
,,,
129351,The Cave,1620,1877
8946,Coda,1619,3141
85036,20th Century,1618,1350
215341,Thunderstone Quest,1618,461
180564,Carcassonne: Star Wars,1617,1537
22287,Buccaneer,1615,2451
23451,Space Dealer,1615,1857
61692,Axis & Allies Europe 1940,1615,897
29839,Key Harvest,1614,1474
1690,Unexploded Cow,1613,3393
189052,Sea of Clouds,1613,1554
195528,La Granja: No Siesta,1613,1306
7804,Dracula,1611,2743
1923,MindTrap,1610,17120
655,Castle,1609,3109
215841,Exit: The Game – The Forgotten Island,1607,1032
73,Show Manager,1604,1195
166286,Bottom of the 9th,1603,1435
174078,Holmes: Sherlock & Mycroft,1603,1380
11634,Mexican Train,1599,10388
212445,Blood Bowl (2016 edition),1597,469
19,Wacky Wacky West,1596,2450
66588,Wits & Wagers Family,1596,1317
123607,Puzzle Strike (Third Edition),1596,1017
24762,Medici vs Strozzi,1595,1951
183571,Deep Space D-6,1595,924
,,,
35505,Walk the Plank!,1591,1840
36811,The Princes of Machu Picchu,1591,1238
71906,Castaways,1591,1242
805,Buffy the Vampire Slayer: The Game,1590,1839
223953,Kitchen Rush,1589,773
,,,
1536,Lord of the Fries,1586,3923
21641,Aquädukt,1585,2166
89409,BattleCON: War of Indines,1585,629
144529,Theseus: The Dark Orbit,1585,1155
287,Bazaar,1584,1981
173442,Empires: Age of Discovery,1584,498
95234,Cthulhu Gloom,1582,2351
589,Wiz-War,1580,1517
38765,Ground Floor,1580,1129
165401,Wir sind das Volk!,1580,559
30367,Perry Rhodan: The Cosmic League,1579,1500
,,,
1899,13 Dead End Drive,1578,4798
20022,Terra Nova,1578,2183
260428,Pandemic: Fall of Rome,1577,578
195137,Catacombs (Third Edition),1576,690
814,Aquarius,1575,3752
1887,Legend of the Five Rings,1571,1183
58,Kings & Things,1570,2028
,,,
3421,StreetSoccer,1570,1905
123499,City of Iron,1570,988
20134,The End of the Triumvirate,1567,1480
175293,Trambahn,1567,1274
,,,
,,,
168681,Beyond Baker Street,1566,1268
202426,Sidereal Confluence: Trading and Negotiation in the Elysian Quadrant,1566,592
130882,Cardline: Animals,1565,1849
2238,PanzerBlitz,1563,2192
158243,Dragon Slayer,1560,8614
183231,Adventure Land,1559,1308
,,,
4862,Outburst!,1558,5232
132028,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (second edition),1558,531
6366,Dungeons & Dragons: The Fantasy Adventure Board Game,1557,2339
,,,
,,,
164812,Roll For It! Deluxe Edition,1556,1904
33468,Zombie in my Pocket,1555,2680
,,,
,,,
14,Basari,1553,1547
1822,Wilderness War,1553,668
40214,Bombay,1553,2396
41833,Creationary,1551,4007
172385,Porta Nigra,1550,981
17027,Sitting Ducks Gallery,1549,3375
133632,Mythotopia,1549,1402
69120,Cadwallon: City of Thieves,1548,2678
173200,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,1548,1743
